"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"705","Shark and ray and skate","Costa Rica",4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,409,295,585,496,477,902,693,18,54,62,54,44,109,5,66,6,8,0,0,0,0,0,0,0,0
"706","Skipjack tuna","Costa Rica",1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,125,40,0,500,96,0,0,0,0,0,0,0,1,0,0,0,4,0,98,116,0
"707","Snapper","Costa Rica",19498.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,876,625,554,772,0,728,747,953,941,428,614,590,674,625,723,491,619,745,545,825,863,1007,1335,1165,872.51
"708","Swordfish","Costa Rica",13843.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.75,994.75,1038,1410.75,1378.75,1678.5,1064,827.5,1211,999,1430,1080.675
"709","Tilapia","Costa Rica",76279.8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.5,93,82,205.25,118,0,205,127,60.5,134.5,127.5,289,109.75,368.5,131,308.5,5305,7460.5,8311.25,9631.5,8353.25,7223.5,6984.75,6792.75,6731,7025.3625
"710","Trout and char","Costa Rica",917.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,156.25,152.5,143.75,210,106.25,46.25,101.0625
"711","Tuna","Costa Rica",453816.1688,0,0,0,0,0,0,0,0,234.08,0,0,0,0,0,0,0,0,0,17485.56,21851.58,38120.48,27750.44,27388.76,26969.78,12472.06,19877.74,25767.74,28414.64,21923.42,20249.3,14574.44,13232.64,12401.74,8985.24,9581.42,12307.62,9671.84,13237.25,11369.83,12431.88,9898.26,11280.86,12977.54,13360.0288
"712","Tuna and bonito and billfish","Costa Rica",1538.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16.25,2.5,16.25,236.25,0,107.5,102.5,102.5,77.5,98.75,227.5,193.75,56.25,33.75,2.5,0,38.75,171.25,36.25,3.75,0,0,0,0,0
"713","Yellowfin tuna","Costa Rica",31099.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,1107,814,415,556,3543,943,1137,4283,1431,1530,1185,944,772,1157,1232,693,1006,1075,1129,703,873,866,877,976,1276.62
"714","Alaska pollock","Croatia",286.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,16.25,11.25,32.5,40,28.75,8.75,8.75,45,18.75,11.25,31.25,12.5,2.625
"715","Albacore","Croatia",5219.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,72,22,27,38,55,291,33,8,0,580,2,2178,778,963,156,0,0,0,1,1,2,3,1,0,1.06
"716","Anchovies Engraulis spp","Croatia",44317.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837,2235,2821,3367,3669,3216,4355,4556,2590,2363,2875,2834,1397,2454,2234,1514.74
"717","Anchovy","Croatia",261400.7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.44,164.92,179.82,35.22,64.38,8.3,31.02,975.72,4361.04,4691.56,8361.5,4374.44,6393.56,9794.76,14290.2,17772.16,15349.78,19895.98,21103.36,21828.28,12512.46,14496.92,12280.14,15947.86,14596.14,13395.74,14607.72,13631.3234
"718","Angler","Croatia",559.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,52,46,39,30,28,23,24,26,39,35,35,44,38,39.8
"719","Argentine hake","Croatia",4069.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,15.25,6.25,0,17,8.75,26.25,125,167.5,176.75,263.75,516.75,474,338.75,808.75,1067.37
"720","Atlantic and Pacific bluefin tuna","Croatia",36792.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,362,841,979,1560,1365,1848,3109,2741,3201,2121,2431,2187,2847,2277,2853,3013,2837.27
"721","Atlantic mackerel","Croatia",4804.5718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.86,164.92,218.12,377.72,343.14,303.24,199.5,305.9,202.16,292.6,234.08,550.62,500.08,425.6,268.66,362.3718
"722","Atlantic redfish","Croatia",1024.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,54,75,67,124,54,79,47,58,60,78,95,35,51,65.51
"723","Atlantic salmon and Danube salmon","Croatia",1117.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,7,44,186,228,269,354.49
"724","Brisling or sprats","Croatia",1725.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,42,42,104,51,20,22,55,98,122,196,241,174,268,242.91
"725","Carps","Croatia",24999.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512,1761,1209,627,986,602,594,406,270,1097,469,402,286,307,677,514,70,43,324,1129,1074,691,1386,2233,1854,1204,716,556.46
"726","Carps and eels and snakeheads","Croatia",471.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,59,65,40,16,0,3.75,0,3.75,2.5,2.5,60,164.4375
"727","Catfish","Croatia",1023.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,7.5,32.5,65,192.75,160,167.5,140.75,157.25,88.8125
"728","Cephalopod","Croatia",34455.3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,1112,846,877,542,1466,526,680,744,1031,738,706,607,810.5,758,1016,1135.5,1400,1082.5,1143,1064,1180.64,2014.64,2203.8,2435.98,2368.04,2441.6,2379.1988
"729","Clupeoids","Croatia",85572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18885.4,21630.98,18510.66,15155.96,10886,226,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730","Cod","Croatia",26778.9426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4089,5267.76,6359.1,3090.72,3618.06,3367.08,57.4,2.82,8.46,5.64,8.46,24.56,130.72,205.86,270.14,273.1626
"731","Cod and hake and haddock","Croatia",684.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,34,114,171,124,55,66.76
"732","Common sole","Croatia",5216.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,207,194,134,57,255,103,106,113,189,201,290,336,230,173,219,174,255,164,239,160,202,190,245,168,210,193,154.13
"733","Crustacean","Croatia",8794.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,747,753,440,461,347,235,185,138,123,124,87,191,181,186,170,172,145.81,156.81,135.05,169.29,193.83,323.1,370.88,391.34,516.84,642.93,625.96
"734","Dogfish and other sharks","Croatia",103.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,32.26
"735","European anchovy","Croatia",5823.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099.8,2013.48,0,0,0,141,2569.02,0,0,0,0,0,0,0,0,0
"736","European pilchard","Croatia",352604.3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,1400,2,0,0,0,0,13894.66,13664.58,10926.66,14848.74,16181.16,17185.22,16583.4,19739.14,22582.52,21804.6,30930.66,29224.38,32634.84,28362.64,30169.6,32442.5086
"737","Fish","Croatia",66461.1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5320.94,9378.56,4209.15,2244.63,4323.53,1408.16,592.67,510.87,3714.98,3623.65,4068.36,6702.76,845.53,908.95,872.74,552.62,532.24,957.84,860.25,991.95,1038.18,1229.26,3331.99,1619.41,2188.92,1797.43,1257.77,1377.8331
"738","Flatfish","Croatia",679.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,257,2,4,2,8,5,6,5,6,5,7,6,15,11,7,19,11,24,50,24,10,20,27,18,16,18,12.47
"739","Freshwater fish","Croatia",4350.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,324,517,537,293,386,340,535,213,118,60,250,202,112,16,12.53
"740","Gilthead seabream","Croatia",27057.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,429,481,410,382,632,765,827,1087,1618,2421,2895,2966,3536,3819,4578.36
"741","Hake","Croatia",6291.7545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,42,16,7,16,22,18,11,7,16,23,72,522.89,359.71,476.64,396.81,368.51,392.48,327,346.15,275.98,303.28,390.24,350.71,231.89,402.32,407.64,411.5045
"742","Herring","Croatia",66517.9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175.72,3231.9,4676.28,4617.76,9756.88,6038.2,8142.26,7110.18,6519.66,7269.78,5726.98,1470.98,609.14,0,0,0,0,0,0,0,0,2.66,29.26,18.62,42.56,42.56,18.62,17.9284
"743","Jack and horse mackerel","Croatia",2710.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,305,412,351,251,169,235,192,143,90,99,80,93,42,67,94.15
"744","Mackerel","Croatia",11807.4848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.96,1293.84,649.72,326.54,463.84,495.8,431.98,268.72,398.72,380.08,535.9,337.9,374.6,277.36,240.56,438.8,514.14,413.62,392.08,410.9,245.86,335.66,412.24,294.26,269.04,260.08,375.52,477.7648
"745","Marine fish","Croatia",68518.3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5478.4,6657.92,4917.78,4739.32,4073.12,6213.72,3981.38,3935.3,39.48,109.98,755.76,820.62,1729.25,1685,1656.5,2022,1478,1308,1156.5,1647.75,1581.75,1403,1653.75,1654.75,1557.25,1938,2402.25,1921.8225
"746","Pelagic fish","Croatia",2433.6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.54,37.24,21.28,109.06,0,0,13.3,37.24,21.28,106.4,417.62,1066.66,148.96,127.68,143.64,132.7606
"747","Pilchards Sardinops spp","Croatia",724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,31,45,14,247,183,115,24,9,26,2,0,0,0,0
"748","Ray and stingray and manta","Croatia",308.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,55,47,36,42,43,27.76
"749","Saithe","Croatia",387.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,21.25,41.25,32.5,40,48.75,48.75,50,17.5,28.75,20,36.2375
"750","Salmon","Croatia",1190.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,8.75,15,16.25,26.25,15,2.5,28.75,60,55,57.5,106.25,118.75,143.75,213.75,318.8
"751","Salmonids","Croatia",149.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,7,1,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,9,3,7,10.54
"752","Sardine and sardinella and sprat","Croatia",145825.3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230.74,22067.02,20581.12,17716.5,17066.18,20213.5,18719.3,18248.18,0,0,0,0,313.88,513.38,337.82,58.52,122.36,207.48,904.4,795.34,763.42,609.14,973.56,1383.4926
"753","Seabass","Croatia",32617.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,0,718,818,870,1046,832,885,1106,1710,1316,1478,2049,3194,3861,4268,4380,4070.37
"754","Seabream","Croatia",1033.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,73,63,41,38,38,53,36,51,50,65,63,72,139,116,73.75
"755","Shark","Croatia",296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,7,5,8,10,6,3,4,6,6,9,9,14,9,7,11,20,30,22,12,24,26,32,0,0,0
"756","Skipjack tuna","Croatia",1710.5662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.14,114.38,1048.04,186.2,284.8062
"757","Trout and char","Croatia",1984.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,11,0,2,2,1,0,0,0,9,49,17,33,65,102,74,42,63,33,27,39,33,380,499,250,84,112.3
"758","Tuna","Croatia",32604.1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.14,259.08,334.4,119.5,258.44,236.9,715.38,422.6,1085.98,2498.32,2886.58,4910.7,3236.56,2288.64,2725.06,2405.54,745.57,922.7,671.25,717.47,456.88,741.41,617.41,700.45,625.27,561.11,514.03,724.7499
"759","Tuna and bonito and billfish","Croatia",1794.9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,10.64,29.26,2.66,23.94,47.88,148.96,135.66,71.82,204.82,228.76,226.1,255.36,228.76,177.6614
"760","Turbot","Croatia",243.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,31,31,39,40,36,32.15
"761","Whiting","Croatia",284.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,21,17,13,9,7,8,12,18,30,28,34,29,29,5.46
"762","Yellowfin tuna","Croatia",222.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23,56,5,1,0,0,4,4,23,70,8,8.69
"763","Argentine hake","Cuba",469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,224,0
"764","Cephalopod","Cuba",220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0
"765","Crustacean","Cuba",788270.6048,27185.62,28381.96,26603.96,31188.66,25905.46,26926.54,26657.3,24714.2,25361.9,31422.34,35824.16,30419.04,28618.18,28077.16,21635.72,24178.26,21986.24,18039.08,23657.56,25016.46,25044.4,22504.4,19464.02,13131.43,12013.59,10301.91,12364,7493.62,10174,9833.74,8928.79,9531.41,8558.89,7691,7904.27,6585.08,5709.7,5510.43,4637.7,7585.43,9333.08,11944.81,10174.54,10050.5648
"766","Fish","Cuba",314660.12,7260.8,12120.16,29522.66,28919.12,36886.58,18875,15014.64,24918.24,16659.08,23268.34,25019.3,12660.72,14497.08,11452,9831.46,6189.2,1307.94,683.38,1229.14,3273.82,2452.7,1068.14,323,363.94,109.62,683.14,1090,947.34,4343.64,232.66,493,576,378,413,483,363,340,360,21.28,0,0,15,15,0
"767","Flatfish","Cuba",808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,304,429,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768","Marine fish","Cuba",451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0
"769","Nile perch","Cuba",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,76,0,39
"770","Salmonids","Cuba",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,24,24,22,21,6,4,0,0,0,0,0,0,0,320,300,0,0,0,0
"771","Tuna","Cuba",1569.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.6,316.54,0,0,210.14,260.68,226.1,188.86,207.48,0,0,0,0,0,0,0,0,0,0,0,0
"772","Albacore","Cyprus",3070.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,9,0,3,7,0,0,0,0,3,69,292,264,318,307,388,316,347,177,276,288.74
"773","Atlantic and Pacific bluefin tuna","Cyprus",4916.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,11,1372,1480,1,940,1022,1,1,0,1,5,0,0,39,0,0,0.09
"774","Atlantic bluefin tuna","Cyprus",3110.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.92,21.28,15.96,133,148.96,292.6,79.8,39.9,2.66,0,29.26,5.32,0,13.3,26.6,1341.79,0,0,0,58.52,0,77.14,37.24,0,7.98,82.46,0,0,0
"775","Cephalopod","Cyprus",472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,40,14,72,6,41,18,4,29,71,15,31,7,24,4,6,1,0,0,12,0,7,17,8,0,0,0
"776","Crustacean","Cyprus",151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,5,2,4,14,23,29,42,15,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"777","European pilchard","Cyprus",1002.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938.98,2.66,0,0,23.94,0,0,0,0,0,0,5.32,0,0,0,0,0,0,0,0,10.64,0,5.32,15.96,0,0,0
"778","Freshwater fish","Cyprus",201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,70,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","Gilthead seabream","Cyprus",30962.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,0,1,31,407,528,898,1565,1459,2001,1962,2920,2032,2987,3793,3421,3382,3557.88
"780","Herring","Cyprus",198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781","Mackerel","Cyprus",337.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.5,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","Marine fish","Cyprus",3325.05,5,0,221.28,57.3,34.58,104.41,0,0,0,0,47,31,0,1,4,7.5,52.75,40.21,14.89,81.79,24.16,22.25,36.07,63.83,89.14,64.88,25.94,86.14,438.96,300.5,402.25,534,209,203,1,21,40,14,4,9.16,10.23,5,15.25,2.58
"783","Redfish","Cyprus",200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,4,0,0,0,12,16,71,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","Saltwater fish","Cyprus",326.27,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,1,0,8,9,13,7,14,11,22,29,36,0,0,11,7,18,11,3,4,0,7,7,15,7,14,12,11,10,12.27
"785","Seabass","Cyprus",14810.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,15,65,156,146,112,252,292,465,539,490,306,860,988,719,1005,1060,1151,1050,1535,1617,1978.73
"786","Seabream","Cyprus",2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,18,1,18,6,54,122,425,270,198,207,342,553,330,0,0,0,1,0,7,3,1,5,0,0,3,0
"787","Swordfish","Cyprus",240.29,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,6,0,0,0,5,0,0,3,0,3,13,5,4,19,16,18,18,11,20,23,17,11,4,5,1.29
"788","Alaska pollock","Czech Republic",17478.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.75,140,458.39,285.83,617.75,593.75,331.05,279.55,504.07,1007.66,1064.16,395,235,359.29,1275.83,1230.19,792.38,1126.94,1020.16,1065.99,644.78,1223.76,1283.12,1356.2601
"789","Anchovy","Czech Republic",768.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,13.3,10.64,23.94,26.6,26.6,119.7,164.92,247.38,21.28,15.96,10.64,45.22,36.575
"790","Argentine hake","Czech Republic",1154.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,16.25,79.5,5,8.25,30.5,151.25,77.5,81.25,43.75,101.25,36.25,62.25,48.75,36.75,17.5,42,21.25,49,23.25,99.5,121.07
"791","Atlantic cod","Czech Republic",506.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,191,56,53,149.6
"792","Atlantic salmon and Danube salmon","Czech Republic",31196.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,2,0,1,28,7,22,17,20,110,140,3937,4564,6779,6968,4493,4100.16
"793","Blue whiting","Czech Republic",113.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,41,0,62,0,0,0,0,0,2,0,1,2,1.49
"794","Blue whitings","Czech Republic",1761.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,27.5,183.75,218.75,703.75,241.25,217.5,105,42.5,2.5,0,0,0,0,0,0,0,0
"795","Cape hake","Czech Republic",724.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,27,25,14,12,0,55,32.5,10,195,78.75,41.25,58.75,42.5,27.5,35,7.5,3.75,0,0,3.75,0
"796","Carps","Czech Republic",210083.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7728,7764,6194,7799,7073,8444,8798,8716,8524,8380,7722,8368,8699,7685,7518,7982,8287,8134,8024,7814,9294,10245,10665,10085,10141.05
"797","Carps and eels and snakeheads","Czech Republic",376.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,31.25,33.75,27.5,73.75,107.5,32.5,25.3
"798","Catfish","Czech Republic",10667.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742.5,2772.5,1448.75,1137.5,761.25,598.75,507.5,280,227.5,191.525
"799","Cephalopod","Czech Republic",479.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,1,10,14,25,27,24,22,20,28,33,34,17,21,40,48,69,37.23
"800","Clupeoids","Czech Republic",2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955.1,571.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801","Cod","Czech Republic",6569.8521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.94,252.7,84.39,50,15.96,11.25,145,365,70,47.5,8.75,23.75,41.25,106.08,146.27,234.47,398.32,922.75,1204.13,528.36,130.25,156.66,141.34,474.7321
"802","Cod and hake and haddock","Czech Republic",1068.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,72.75,59.25,60.25,55.5,120.25,96,81.0125
"803","Crustacean","Czech Republic",6330.378614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.7309,2,11.2401,33.1504,16.54,64.0105,41.2603,143.7018,52.8301,75.6902,78.2601,178.3301,110.0401,146.39,132.1201,164.6301,305.2701,434.0101,984.0134,185.15,352.04,431.4601,459.57,1873.940114
"804","Dogfish and other sharks","Czech Republic",222.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,2,1,3,4,0,2,7,14,14,13,35,22,23,18,27,12,7,6.37
"805","European pilchard","Czech Republic",20775.1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.52,148.96,74.48,167.58,861.84,369.74,63.84,140.98,454.86,1407.14,899.08,603.82,566.58,936.32,883.12,1058.68,970.9,1135.82,1314.04,1449.7,1197,1210.3,1412.46,3123.4252
"806","European plaice","Czech Republic",232.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.25,2.5,108.75,111.25,0,0,0,0,0,1.25,0,6.25,0,0,0,0,0,0,0,0,0.05
"807","Fish","Czech Republic",92541.5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12878.87,14227.24,3375.54,1296.03,678.44,348.5,311.1,499.48,889.03,623.58,869.52,1276.24,2317.18,2154.16,2763.45,2964.3,3687.5,3596.9,4099.8,3729.08,2918.83,3353.51,4084.21,5929.48,4811.58,4585.89,4272.1217
"808","Freshwater fish","Czech Republic",32583.1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904.25,1143.5,963.75,852.25,992.25,1274.5,1105.5,1305.75,1203,1172.75,1120.25,1116.25,2575.75,5342.5,1991.5,1554.75,1026.75,840.25,1186.75,940.25,1161.25,1044.5,916,848.9225
"809","Grenadiers","Czech Republic",5045.9425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,36.25,207.25,267.5,486,443.25,309,403.25,210.5,12,17,302.75,620.25,713,340.75,254.5,152.75,63.75,30.5,49.75,58.25,47.6925
"810","Hake","Czech Republic",11737.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,243.5,70,14,30.75,6,230.5,55.75,18.5,139.75,782.25,971.75,528.5,532.75,469.5,377.75,112.25,351.75,725.25,652.25,761.75,732.75,1137.25,1418.25,1366.065
